Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
25-34,Abnormally Long or Heavy Periods,2/12/2013,generess fe,155553,3,3,"I have taken this pill a total of 5 times. The first day I was fine. The second day I got nauseated a few hours after. Third day I felt nauseated and a little anxious. Fourth day I felt nauseated and even a little more anxious. This fifth day has been by far the worst. My heart is racing, my stomach is killing me and everything I have tried eating or drinking has made it so much worse. 

NEVER again.",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,1/27/2013,generess fe,155553,5,5,"I switched to this pill from seasonique/amethia and had no trouble at all. I work out a lot so I don't typically have trouble with weight gain, but i did notice that my body fat percentage seemed to go down after I made the switch. My face has cleared up more for sure. I loved only having four periods a year on amethia but overall i think my body does better on generess. Everyone has a different reaction unfortunately but hopefully this review helps anyone who might be satisfied with amethia but wants to switch pills.",4, ,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
35-44,Abnormally Long or Heavy Periods,1/24/2013,generess fe,155553,4,3,"This pill is horrible.Right now I have a headache that is like a mild migraine,I intended to go to the store and then all of a sudden,as it usually does,BOOM! Here comes the nausea and weakness.If I smell anything harsh sweet like laundry detergent or candles,I feel like vomiting.Even tho I started it just over a month ago, I can't continue it any longer because these feelings effect my work life. I've also had my period 3 times in a little over a month! I'll take back the long heavy periods over this ANY day. ",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,12/29/2012,generess fe,155553,5,3,"So far, I've been on this pill about a month. For the first two weeks I was taking it just fine (first time on birth control in 3 years, and GYN prescribed it for my pain associated with possible endometriosis). In the third week, I forgot to take two pill in a row... So I followed the directions and started a new pack. Since I started the new pack two weeks ago, I've had a regular period. Not spotting, and full blown period. I figure if I keep up with the rest of the pack, as planned, I should stop bleeding, but for now I have to deal with the aches, pains, and bleeding... It's unfortunate...",2,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,12/11/2012,generess fe,155553,5,5,"I started to take this pill because my periods would last for like 9 days and would be really heavy. I have a hard time swallowing pills so this was the best option. I absolutely love it too. I've never missed a pill and I haven't had any problems like I used to. Sure my face breaks out once or twice in a blue moon, but I'd take that over what I used to go through. The only thing I don't like is that the last four brown pills taste horrible, it's manageable though. Now that I'm married, I'm extra happy to have these pills, they work fantastic. ",4,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,11/25/2012,generess fe,155553,5,5,"When I first began this birth control I was moody and had some break through bleeding. I also experienced some nausea and felt cramp-y and tired. However, this was only within the first month and half of using my Generess prescription. Since then I’ve felt awesome! I haven’t gained any weight, I don’t get extremely bloated, and my moodiness and the heaviness of my periods have severely decreased.  In fact my periods are like nothing at all compared to my flow before this pill (I hardly have to change pads or tampons). I highly recommend this birth control, it is low dosage so you are not just shoving tons of hormones into you system but it remains effective and efficient. I’ve been a new person since Generess! My periods are shorter and more tolerable and I feel confident that I am having safer intercourse. ",5,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,6/27/2012,generess fe,155553,5,1,Well my dr put me on this BC because I was consistently having my period. I started it on a Sunday as my dr said I felt great then I took this pill the taste was pretty good I still felt great. Within 2 hrs of taking it I started feeling really nauseous. I started vomiting and was very sick the rest of the day. I discontinued using this pill. ,1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,6/25/2012,generess fe,155553,5,5,"I've just completed my first pack of this birth control. I started my period  on the 3rd inactive pill and I have to say that I am more than pleased with how this pill has changed my period. I usually get two periods a month with terrible, debilitating cramps. My period on this pill is so light ( lightest period I've ever had in my life). I also had no cramps! No cramps!!  I've never had a period without cramps. This is definitely a big deal for me mentally and physically. The only downside is that I've experienced nausea and a headaches. No acne or weight gain. I'd rather deal with nauseau than all the complications due to my periods off of the pill.",4,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,6/21/2012,generess fe,155553,5,5,"After two back to back pregnancies I started using the paraguard IUD, I had extremely heavy periods and was uncomfortable for over a year with that method of birth control.  I am on my third pack of the Generess FE.  Tomorrow I take the last brown pill in the pack and have yet to start bleeding or spotting.  These have dramatically shortened and lightened my periods.  I am happy with it.  I usually get a lot of acne with my periods, especially after child birth.  (Hormones gone crazy) I have noticed that my break outs aren't as bad these past few months.  I like that the inactive pills have iron (FE) in them. I still get that week before mood swing issues that I have always had, so the pill did nothing to help that or make it worse, just the same as always.  No weight gain or weight loss.  ",5,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,6/15/2012,generess fe,155553,5,1,"I am 22 years old and have been taking birth control since I was 16. This is like the tenth type of birth control I have been on. The first month I started GF, I spotted for an entire month. My breasts are sore, I'm angry all the time, I'm depressed, I'm so tired. This pill didn't help my terrible cramps and it didn't help my heavy blood flow. I did not, however, gain weight nor did I break out in acne. This is my forth month on the pill and I'm done. It's ineffective for me and it's way to expensive.",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
